image_id,source,original_split,patient_group_hash,split,width,height,instances,issues,sha256,phash
disease_009893_164c4c77,disease,train,disease_27247dd2d31371084cb8,train,640,640,26,,e9aac9893e89a5377bf39db5ff32c4638828f938a6433f747ab415262d3ba2bf,80fb58f5efc480c6
disease_009894_9745787b,disease,train,disease_27247dd2d31371084cb8,train,1615,840,26,,9f12e04080451f28043772d934dca0e7690a27d84f0ae0c0b694da0704bd45f4,80fb58f5efc480c6
disease_009895_a4efe735,disease,train,disease_27247dd2d31371084cb8,train,1615,840,28,,803015f1e4bf255f6092a6c3e770ffd3e4a822c72512f0e9572768e1095d01cf,80fb58f5efc480c6
disease_009896_41fb03f2,disease,train,disease_27247dd2d31371084cb8,train,640,640,26,,ac662f25763efa2c5e43a9cb86c2c321404c2886f663d1b1d1d9f41dc89cadee,80fb58f5efc480c6
disease_009897_77b40b5e,disease,train,disease_b8da2faa560bb2cc3f91,train,1615,840,24,,44862ab1b4136dff8b19f8fe29a9f81a300848cab63cb53d2ef98676ebf29b87,80bf2db1cfc70b0c
disease_009898_101d858d,disease,train,disease_b8da2faa560bb2cc3f91,train,640,640,23,,0e1c09cd2e4513e4b952222022b446199b56dbefa21c01667068430aa22561ee,80bf2db1cfc70b0c
disease_009899_fba3a6a3,disease,train,disease_b8da2faa560bb2cc3f91,train,640,640,23,,0dd66c30c6bbb511a91eb98ac288f560fc02080ab539034a78cf787aace2092a,80bf2db1cfc70b0c
disease_009900_44a4415a,disease,train,disease_b8da2faa560bb2cc3f91,train,1615,840,26,,b5ee934486fcb611f05dee53b159dc1c1e7b8b3fc465f079078490d416a83525,80bf2db1cfc70b0c
disease_009901_f82efb1f,disease,train,disease_742502f25d96ed82ad51,train,1615,840,21,,e5c46c8dba60a9cef596b0eec96eadacf2926a53daa1b2b225c2e4d1de037f6f,eae12dabb38a8cd0
disease_009902_3d305e40,disease,train,disease_b6a0b5a96da649a6bafd,train,640,640,13,,ade4711b0af5aa0d7e128b8f045819ac4eb2fe689796c0d2445379dede4e94b7,bab2add1f19c9091
disease_009903_d29702c1,disease,train,disease_b6a0b5a96da649a6bafd,train,1615,840,14,,f7cd3c09427d13c1f4428f39b079be6d247443eda1d8e3a56166e0e83338a76e,aab2edd1f1ac9091
disease_009904_21158cba,disease,train,disease_b6a0b5a96da649a6bafd,train,640,640,13,,36180523a534b6bde2945fe531393170f9ed82e42dd334acd791b8e51c74177a,aab2add1f1bc9091
disease_009905_b9800fc1,disease,train,disease_c3d345512bb6c8c3ba1a,train,1615,840,39,,13f4a7a17e2bde623786a781077dba89fcb1a20603facf73dd7102f6a7dc5d5d,80bb6be4bfc50c16
disease_009906_e64ef1dd,disease,train,disease_c3d345512bb6c8c3ba1a,train,640,640,43,,074190891e384344dd30753e7fbb5cab47bfd7907648fa36fcaddde513f7ee9d,80bb6be4bfc50c16
disease_009907_f8f0f80f,disease,train,disease_c3d345512bb6c8c3ba1a,train,1615,840,41,,3fcea69b23049a30b5fc939845637c72fa0c7417be915c257a80cd28838db7d8,80bb6be4bfc50c16
disease_009908_d535e97e,disease,train,disease_c3d345512bb6c8c3ba1a,train,640,640,43,,5a981eb3267f6228f6fe571071b74305e28cd6588aadcc0da245d9561fa8e851,88bb6be4bfc10c16
disease_009909_c9b68d68,disease,train,disease_3ef4b878a0491ddbe754,val,1615,840,2,,6212e8288f5f892d635032d14f0532c13b6c8bdcd0d99fb4fa95b17bb69e9208,eaf014cb2cc4f09f
disease_009910_8f9917ef,disease,train,disease_68a4c59cbac42f8fae9f,train,1615,840,12,,c184510ef9f8153689dfa13678908a7401089442b35d0c1f035ec00e343d911d,82bbcdf495c087c3
disease_009911_1bf43a0a,disease,train,disease_68a4c59cbac42f8fae9f,train,640,640,12,,ea759bca25d8dc910a6ea95c6bb0256a4fcf8969abf8a4d5ba75e3c9c013efb5,82bbcdf495c087c3
disease_009912_37f41ed2,disease,train,disease_68a4c59cbac42f8fae9f,train,1615,840,14,,c94d9f0b6214aef59fe35c43f0d83ceaed2fa7c43211db21b6839b72666f9733,82bbcdf495c087c3
disease_009913_1de31a0f,disease,train,disease_68a4c59cbac42f8fae9f,train,640,640,12,,0d2251eee20bb668dea21a8a01c173dc7d7c40ccdf061ee77fc40e6809f02284,82bbcdf495c087c3
disease_009914_c564a24c,disease,train,disease_17683dfd7598dbd86a3e,val,1615,840,8,,413f00d77186f3bc51048a5291b16652d24668f665c32627f6c1f4afd1c654a8,d5aac8f593d49486
disease_009915_ebd82bf6,disease,train,disease_89f1e88395d90a211aed,train,1615,840,29,,4bdb689fa1fd461e2dd247c5fbb8d3a8ff5f4f2f523cb608c0fe0b39bf71a5f2,82bb6db575f48482
disease_009916_cc7a6852,disease,train,disease_f70b281d21f592a1cd2e,train,640,640,12,,e1c9372538db9530526e462428241082cffde0943755951fb636074798312f62,953a79e181e9e7c0
disease_009917_954a43da,disease,train,disease_f70b281d21f592a1cd2e,train,1615,840,12,,10396cfb52fd3c7dad4fc9f87ee4ca24f4feb2b11f3959500d87fdf14b45cc02,953a79e181e9e7c0
disease_009918_d16cf1db,disease,train,disease_f70b281d21f592a1cd2e,train,640,640,12,,f55b67cd4e7ceefc8096379ff64caac25a4b97c10da5e791fac78ad5cf527db3,953a7be181e9e6c0
disease_009919_5f809930,disease,train,disease_9d059c5f57a36bb2e962,train,640,640,28,,fc50686f610ed2c0fdcab627c717fd817c32bf1a2f3b5191c8ffe3c313b4fde8,c0b32eb7ebc4e0c8
disease_009920_f8736cc9,disease,train,disease_9d059c5f57a36bb2e962,train,640,640,28,,4d5fa790769ad5e7479d8f1e69001d5440657d6c774a13bc12675e81d40c98df,c0b32eb7ebc4e0c8
disease_009921_938eba94,disease,train,disease_9d059c5f57a36bb2e962,train,1615,840,28,,1aeffe0e55a1db9b28f18cc9a3c16e1e74664da89a8b29b7b58100ad615fc5ad,c0b32eb7ebc4e0c8
disease_009922_bd139905,disease,train,disease_66f86947376c7ba70607,train,640,640,22,,6be376a1dd00bec382aa3f87ba616e99aae09c7c4a24cd5bec8d7c75506143a5,947e7aa063e02dcb
disease_009923_ab4c8398,disease,train,disease_66f86947376c7ba70607,train,640,640,22,,083390c484026dde06ddd66b442fd774b53f350baac860bd3b9d622ea7c5dfb9,947e7aa063e02dcb
disease_009924_a2b0b894,disease,train,disease_66f86947376c7ba70607,train,1615,840,24,,48ec96df5bb3f3939134bab0edf31d2ccdb8910831ab25688916658ab9d3f08f,947e7aa063e02dcb
disease_009925_c0a75c49,disease,train,disease_d02d0ce32e9b060e503e,train,640,640,17,,71a84308999b05162318e9ecb91ee31ae70240345a768af58f56544421370dc7,aab4edc1d2c38b8a
disease_009926_9f928ec7,disease,train,disease_d02d0ce32e9b060e503e,train,640,640,17,,854a30b269855a5983cbd64c6b0e23dd5a135f2e55f3fbea7adaf5c4f91bc967,aab4edc1c2c39b8a
disease_009927_d31343c7,disease,train,disease_d02d0ce32e9b060e503e,train,1615,840,17,,34aee3f987bd6a6886423249c5a049085815dd4fcee09936d94d6bc62300b3cd,aab4edc1d2c39a8a
disease_009928_0dd071a4,disease,train,disease_3a9f7036d5ab5e2b88bf,train,1615,840,8,,996eff80252b611101f454960e10ee7aaa4c1a67c02d2c9aa7a59480e1d97986,8ab23debb2a6b190
disease_009929_5ed0877e,disease,train,disease_3a9f7036d5ab5e2b88bf,train,1615,840,7,,8463fd8c50eb9d47920cf41749aa642d833a79fc80ad75e060aeda56cb16353e,8ab23debb2a6b190
disease_009930_e31238c8,disease,train,disease_e6a1bd878b995504220f,train,1615,840,21,,31fc639b7ff01d4f944820a30fc7577eb8fa00a0439fbb9c7df4273b030c7e3d,8ebaede516924323
disease_009931_01bc6df3,disease,train,disease_da12404e4e2d8954fb2e,train,640,640,24,,077761339db5f39a85b03fd15c3bfc24723c6e2980812f2986ffc273ec1e79c6,9b6072e278c3a38f
disease_009932_62a52369,disease,train,disease_da12404e4e2d8954fb2e,train,1615,840,23,,f74c02ee88bba41c429ad345449b51fd7ef58a9b8cc0abcdf4be3989962ee8f9,9b6072e278c3a38f
disease_009933_501a24f8,disease,train,disease_da12404e4e2d8954fb2e,train,640,640,24,,d7fedeb2791ca29a864deb91ead93ae78bc81813ee992d59d55d144d52f7bc97,9b6072e278c3a38f
disease_009934_6507b000,disease,train,disease_da12404e4e2d8954fb2e,train,640,640,24,,337084876b7b5bcf8cbeb3462869b42016a575247f950908ea7d0deaeef3f614,9b6072e278c3a38f
disease_009935_b2f06ac9,disease,train,disease_da12404e4e2d8954fb2e,train,640,640,24,,00bf9c350f3522686a2b2ec8ba3ec79c6e03e2130948b945932d6caedc07aa91,9b6072e278c3a38f
disease_009936_e7dae2db,disease,train,disease_da12404e4e2d8954fb2e,train,1615,840,24,,bbf745c93761462b2034727cf2843202ff174c1d6d99caccc7391cbb4ddb9ca4,9b6072e278c3a38f
disease_009937_51c10578,disease,train,disease_b3e4e715d81ce7d03f60,val,1615,840,7,,9483b8b191b005318409db8db60759d303d7fbb0ec3b7a3ccd8110de55e9c354,eef0798594a5c19a
disease_009938_450a6cbb,disease,train,disease_9d64dc50332d3314160c,train,1615,840,21,,889f75378b36963424c273e1f37e9b9565ba5637c4b630bd2a2326b6adb24d94,aab06dbcb4f1e094
disease_009939_bab13758,disease,train,disease_9d64dc50332d3314160c,train,640,640,21,,8a25cfdd9c748964ac13b87eb49cb1cfe278cdb23f0fe0f4d7a6256f539e4523,aab06dbcb4f1e094
disease_009940_da0125a7,disease,train,disease_9d64dc50332d3314160c,train,640,640,21,,2398b85a32ef0c447ddb3bc05c0cc2255dca05f08c33e6508439f38ebbd16545,aab06dbcb4f1e094
disease_009941_0f67060f,disease,train,disease_0ab573f85e4838c1eb42,train,1615,840,21,,217f46d9f2ebe613923b6c214b4c7008754b328581d2f6044d88a140a8c55671,80ab0ff3e5d4c0dc
disease_009942_593b1d6e,disease,train,disease_0ab573f85e4838c1eb42,train,640,640,22,,695baf01fb30c2247d087756d2f09752119cc9ff32a908438219df47f7f16e94,80ab0ff3e5d4c0dc
disease_009943_8ad3d5f6,disease,train,disease_0ab573f85e4838c1eb42,train,1615,840,24,,075e04b31af27b87bac010b47e4e5fad45b9e04c650906f82dc7980de00673b5,80ab0ff3e5d4c0dc
disease_009944_6678568b,disease,train,disease_0ab573f85e4838c1eb42,train,640,640,22,,512aeccfb26120a6efff31aaeefecd041a1b90c57bdff4bbfa9593e8b9e527df,80ab0ff3e5d4c0dc
disease_009945_784fbcf8,disease,train,disease_d6f1e1a7b8f0cb962ee3,train,640,640,12,,b43cf567fb27ece4ec2e9364b68cc8f8a543df500a8b488e49d9c3fc4974e90d,aaf0dd97e6288433
disease_009946_993691e4,disease,train,disease_d6f1e1a7b8f0cb962ee3,train,640,640,12,,e5a3cdb9c30a2b1cf8528e6b13388b9b741af607a9fc09cb9e25e534deaf308c,aaf0d596d6388533
disease_009947_a0d8d1b6,disease,train,disease_d6f1e1a7b8f0cb962ee3,train,1615,840,12,,6e3799094a9c814b9cd9e1ef3ed04b6b49415371293f98827d283d6cf23384c5,aaf0d596d6388533
disease_009948_a9710b05,disease,train,disease_bbaf76a44305ef54a46e,train,1615,840,10,,4ee83661449024fd5adb558e5d3d9d11e8e48f8494dbf41c71ee214396a864e1,9f605ae268cb23a7
disease_009949_c81c4501,disease,train,disease_bbaf76a44305ef54a46e,train,1615,840,5,,cd096f40b0baa6367b3c67668ad1c528b1154bf212c80a937e1f372873296768,9f605ae268cb23a7
disease_009950_e13d872a,disease,train,disease_bbaf76a44305ef54a46e,train,640,640,5,,6dcde98fe4decd4fdfc4d56f361f657cf91ad449b700c9a3411af2f8afaf011c,bf605ae068cb23a7
disease_009951_3fb6215b,disease,train,disease_bbaf76a44305ef54a46e,train,640,640,5,,60142e2d52ecfc4865bd4fc7ab9ed9876413e72e7102b5e763c8839eb9e85d6e,9f605ae268cb23a7
disease_009952_40769911,disease,train,disease_08801c35313d6db6a03b,train,1615,840,7,,860e60521cff0bbd2daa0aece7e5f87f5fad090f77cd6cd52e4f72c66fa8c6da,8aae29e0e9c74bca
disease_009953_6ec4cb52,disease,train,disease_6fc43e755b120c89bac3,train,640,640,12,,c311e83a601ee092cc550b029b1c3d4924dcc166456e4fa8fbbe53ac527b698b,8aa16117565e573b
disease_009954_ccbfe517,disease,train,disease_6fc43e755b120c89bac3,train,640,640,12,,3f6480205f21f963829c244b4a88c70587841d912ec211839ae580575c6400c3,8aa16117565e573b
disease_009955_4aec4fa9,disease,train,disease_d67b202c957cae729441,train,640,640,6,,edb16cad51e5c897ff4b486b7bf6fb09d3adfd7527fbaed1737cad00ed398f8d,8aa17917575b256c
disease_009956_beef0926,disease,train,disease_d67b202c957cae729441,train,640,640,6,,c65f3319972a58f9d7c842dbe3cd61e85792d560620207a3cd29d72af158fa21,8aa17917575b256c
disease_009957_aff8da66,disease,train,disease_6a197219563a283a4c55,train,640,640,7,,2c157c6feb10fcf05ee5b1bf1c351dd15e3df99557c87c655856321a6ad5aeeb,8aa055575e1e7969
disease_009958_7748061e,disease,train,disease_6a197219563a283a4c55,train,640,640,7,,388b5e052da821235bae683b3b037d944a3fcbda1377b49837a496f430b853f3,aaa055575e1e6969
disease_009959_a16df887,disease,train,disease_23c2d47896be78abb6a8,train,640,640,9,,44e250353d2775f35a34010b944bb2b6d3dfeb9b7957a4c9d0538ace3f179f24,83ae781936475717
disease_009960_6c35ad25,disease,train,disease_23c2d47896be78abb6a8,train,640,640,9,,2cf12c5e65e07a3a6410cda798cd60b1e155ba0de9ec3e3a89c366d0b8497944,83ae781936475717
disease_009961_63c0fbf4,disease,train,disease_b2984b3972852c646fb4,train,640,640,3,,a7ce055260b6e171b234a19314b013ea3bcaa1630a826f1fc1509a8b10f1128d,aae111574f1f6538
disease_009962_6cb56033,disease,train,disease_b2984b3972852c646fb4,train,640,640,3,,adb36e8c52909d86d49b8487087c69dec733d1faea7babf9b263b50cfd5c87c9,aae111574f1f6538
disease_009963_5156a306,disease,train,disease_b6fb27271be0753b8894,train,640,640,6,,0e6ebd11d61e4a0aa00747043d4a70d89d38e0e81eb1d39cc51dc3968fab4511,8aa16956175b5b78
disease_009964_e3b2f4f3,disease,train,disease_b6fb27271be0753b8894,train,640,640,6,,4e1326f9515761383367458eccb4d31687ed179db23f93e9e9df26b8d5b052b9,8aa16956175b5b78
disease_009965_3552d2ad,disease,train,disease_90a16a5b9181e103f43f,train,640,640,16,,1fcf7c3dc7fd75875f26374962d39ee02f55419dca97e6be1a1ec63236ace8b5,8aa1781c354f575d
disease_009966_920fad35,disease,train,disease_90a16a5b9181e103f43f,train,640,640,16,,6c050fe44d11c8e344b32e22656fc38e34424846b099a4d4cc093e6684007445,8aa1781c354f575d
disease_009967_1b7d0211,disease,train,disease_9c4fc0083227c7fa7a9c,train,640,640,24,,cf0e58802c24ad57c2d8ca978404cd2292b3f3c955d31d96f1a07b13afb9e45b,82aa1c857757575a
disease_009968_787afad9,disease,train,disease_9c4fc0083227c7fa7a9c,train,640,640,24,,c9666b42ddb0c1968f5008fc625d3c751ad51f5f7e2709c4672aeec5c8696f79,82aa3c057757575a
disease_010023_c63959f2,disease,train,disease_79f0d7053e2efff471a7,val,640,640,6,,9265295f12bae8abc9e3e719364059c59140fd1214d0df3856ffc8bb01081e2c,88e87ae56513135f
disease_010024_a1ed8514,disease,train,disease_79f0d7053e2efff471a7,val,640,640,6,,4c0905c94fe7b221b9fba7b3070e8356a8008e6829549c761ce0c22a894572e4,88e87ae56513135f
disease_010718_e219e5ce,disease,train,disease_33f8b683e4c98cbbc2a0,train,640,640,5,,26e905dfcc44d58be7eb822d05150ea2dbd59f73b112a960d840870972786233,aaac79c5475f1438
disease_010719_c0778883,disease,train,disease_33f8b683e4c98cbbc2a0,train,640,640,5,,dc673b73efea37e6f358267f38f6c51ab2e54b61dfa9e3413fc7e8dc89c1180b,aaac79c5475f1438
disease_009969_81fb8f2e,disease,train,disease_60a6941565ce85e42972,val,640,640,5,,04edb33ff75710249bf23e92d14627510e98134ad47b7b9db4f4bcbc84229e56,8ca65981644f575f
disease_009970_684743ef,disease,train,disease_60a6941565ce85e42972,val,640,640,5,,82e5edf04b7afd576c44a767d6ba5e0ee86048452fe1d59ea4dfad1eb2518f5c,8ca65981644f575f
disease_009971_4b756d6f,disease,train,disease_ceb3758d784b74ad743b,train,640,640,7,,740e0507bd8f9c4c0a7e5cbb18be4c47e845ec36adf47df6f97231f4b4e2004f,8ae038d5571f475a
disease_009972_54c79997,disease,train,disease_ceb3758d784b74ad743b,train,640,640,7,,4ef9a1b8e5a08c19f916db7f9bf74ecc1ca7d81fd741cf496fd952b5a9bc9dae,8ae038d5571f475a
disease_009973_0e97d814,disease,train,disease_ceb3758d784b74ad743b,train,640,640,15,,30bdede9a075ff3406d7215889063f26b7d7784a482829d738cf7a5f3ae86c8b,8ab16157177961ec
disease_009974_0b6675f3,disease,train,disease_ceb3758d784b74ad743b,train,640,640,15,,eb5feb6fcf82fd030f67bf4421fcc3450344434fd14cf71e0f76baed2298d484,8ab16157177961ec
disease_009975_d522dfc9,disease,train,disease_ceb3758d784b74ad743b,train,640,640,8,,1a5fe8b1fbc5cf205d5ad19b2902104ddc23fbd8413a4d0b08569db48d46386c,8aa178d6571e617a
disease_009976_a381dda7,disease,train,disease_ceb3758d784b74ad743b,train,640,640,8,,8b5316b59a248c87314c7d009a11217ea2ca9f41050e9bcdcca15cb36df031f3,8aa178d6571e617a
disease_009977_f106dae6,disease,train,disease_ceb3758d784b74ad743b,train,640,640,10,,96b99c70e4d8983866e4b9b63674e78b86a3fa2be5647dbb1d9302a921e939f0,aae145d7561a073e
disease_009978_ed439f4c,disease,train,disease_ceb3758d784b74ad743b,train,640,640,10,,6f8cb67fa5b1594477a71295982e14b29e0fb68981a2194d001dbd6af4b334e3,aae145d7561a073e
disease_009979_978ef15f,disease,train,disease_ceb3758d784b74ad743b,train,640,640,14,,f5ddad6f3a1c1cdbe983518a355d2fe4f8f0780eaf5dc6ce650689b51a6f8328,8ba13c57465e3479
disease_009980_a326e9e4,disease,train,disease_ceb3758d784b74ad743b,train,640,640,14,,e417ab7b5307b65c456014196aea5e266b3a3283158fd73bed031c1bffd79a17,8ba13c57565e3439
disease_009981_2bb41667,disease,train,disease_57ab8889916f2497bd07,train,640,640,10,,df520c4c01b952e53ecf4bdbf40d065fc65d2c2d60a30bbaa6a576c6b3e7dbd0,87ea78154e1f2339
disease_009982_412eef4f,disease,train,disease_57ab8889916f2497bd07,train,640,640,10,,6e52fbe4daf7c60314ab309545fd5d30fd2b5607e5c39c3edcf987497c6befdd,87ea78154e1f2339
disease_009983_851f6c94,disease,train,disease_689b23321970b769e48e,train,640,640,21,,015a0b9fb4e8b29c41be9e8a7b5825e16f7f87e92fabf072c3e04d247378fe4f,8ae17156565b752c
disease_009984_5f3ed3e0,disease,train,disease_689b23321970b769e48e,train,640,640,21,,c40dc842660c3806de96f0b07e2941148936c296e3888d1712cb0e3e5c2f455f,8ae17156565b752c
disease_009985_eb1c2a90,disease,train,disease_689b23321970b769e48e,train,640,640,11,,73512be7183e691705d96793d342a1cc6f587d5e8332620b595dea25bc62be22,9be06917561e25ad
disease_009986_ad324e26,disease,train,disease_689b23321970b769e48e,train,640,640,11,,5fa65837848faed4d29a8877c8e581fde3b29ae5a3a1e5354628eb20f737a0b8,9be06917561e25ad
disease_009987_0bc30ddc,disease,train,disease_689b23321970b769e48e,train,640,640,13,,ed4c99d6cf5f1081f180c4746a0b9d10021cc88dbec67a4216988b4e0fb36add,aaa17894555e175e
disease_009988_fd0d43e1,disease,train,disease_689b23321970b769e48e,train,640,640,13,,f3573cdfcb3e88caa911519841d06b921c5239ce449470620c4186e5bf8d7c0d,8aa17894555e575e
disease_010025_0053cc5e,disease,train,disease_689b23321970b769e48e,train,640,640,4,,ce0c8df6fc08603938cae01e148995a136bb9158bb6154f5171382fa81bb0744,abe1451e544e752d
disease_010026_cef36ff8,disease,train,disease_689b23321970b769e48e,train,640,640,4,,6ba008e7c03c5b98312434284305752e8b1686be0e3f72f662a46f86926a5ef3,abe1451e544e752d
disease_009989_7e53be13,disease,train,disease_9a85b422dfd215401f52,train,640,640,23,,5d9b19ffd09f12c8026007d3a7fb35acabaa1c417ad3a1387861394f24bcd849,8ae17813475e573a
disease_009990_a60475f0,disease,train,disease_9a85b422dfd215401f52,train,640,640,23,,523bf97c2a9e2f53c92cf20a074a7fdde9ee1bf1a603d3938a9140125c5c74bd,8ae17813475e573a
disease_009991_5e9d4173,disease,train,disease_642c9e258eb80239f2c2,train,640,640,28,,b7c28020382047d697da571cf2642d234d48c8a8ba32e06ae592b9922ba07b45,8aa03c85565f576e
disease_009992_a517cd7f,disease,train,disease_642c9e258eb80239f2c2,train,640,640,28,,963180a893764eb4c61a0273fc986656c469731f228b7bb9d3a366bb7e5286bd,8aa03c85565f576e
disease_009993_352a446f,disease,train,disease_0dab70c466fe833e82fc,train,640,640,8,,34ef09321a9b0cb1fdcc5cecc263c246731eea0ae2b692d17cec7428277158a1,81967865075f467e
disease_009994_f61600f0,disease,train,disease_0dab70c466fe833e82fc,train,640,640,8,,b60034c4527a6e0f8e1211bd1d4d5be2cea552496768f4c7536fcf1aea3c67b0,81967865075f467e
disease_010027_608dc1fc,disease,train,disease_0dab70c466fe833e82fc,train,640,640,45,,d387f0cd7f6df8b227152534dcdba4a17fa01ba2b00cebf1a6e5c75b56ea6b85,ebe02cf152174d0f
disease_010028_ffd36abf,disease,train,disease_0dab70c466fe833e82fc,train,640,640,45,,be2d7e0ad5b674046dd122eaafdd484c6e3cd66fd3b7fc0470828ca9b056e2a8,ebe02cf152174d0f
disease_010720_00fe009d,disease,train,disease_02ddec0ac9cddf131d52,train,640,640,19,,5c29b40c6e6574b7b9e993323935ca90821b3f1e85e063e04860bfb64a7d16b8,88a65fc1395e66c5
disease_010721_b4dfa9b3,disease,train,disease_02ddec0ac9cddf131d52,train,640,640,19,,ccb1a8a1bb36c72d5e63891b265caa03bd6b973fd3f8650b51e125a35b01f12b,88a65fe1385e66c5
disease_009995_22e1f2a9,disease,train,disease_82d5432c7f2bb338b7ac,train,640,640,31,,5c110665bfc287410906131d7c88b591026b476b99529a47d3de8b74276f014e,8ae43ed3515e6619
disease_009996_5bf14086,disease,train,disease_82d5432c7f2bb338b7ac,train,640,640,31,,ffce556eee8834fc5d62b4e8c08e3e159174bf525a6fe24f59b8980aedf37447,8ae43ed3515e6619
disease_009997_cca008cf,disease,train,disease_65cb74ef14f3c591a2d2,train,640,640,18,,83831a32c9a252a1a19bd5451aafc6edeae6f6f062106084910bb00af40b3314,aaa171c7551a575a
disease_009998_ffd3e1af,disease,train,disease_65cb74ef14f3c591a2d2,train,640,640,18,,967cbb277d3406656801f967e43f6d0143573fa3addb4e2e0cf463855fa67b0d,aaa171c7551a575a
disease_009999_63ad863c,disease,train,disease_131402ee3e1d34b5a31a,val,640,640,4,,0080aa3044d2d2dc7138891377f83945d58a966226d83759558c30cbd40133b5,8ae071975e1e7a38
disease_010000_9beef2df,disease,train,disease_131402ee3e1d34b5a31a,val,640,640,4,,fc4dbde538718a0aaf211c21cc511b5996cba6d1d2860de83056cb13ef336e20,8ae071975e1e7a38
disease_010001_d5466df0,disease,train,disease_b11dcd974b123d25987d,train,640,640,9,,f26fb155892f4a7a8850dbb271a012b959342973faa129759790a6c3c298133c,81e27c155e5b6969
disease_010002_dbda3532,disease,train,disease_b11dcd974b123d25987d,train,640,640,9,,cd8035aa7e9b357df3de6d61cb6bc34772b35f1e07293fdd8ed2187f13e74a81,81e279155e5b6969
disease_010003_8330de39,disease,train,disease_77d9fc159011dd3994f1,train,640,640,4,,3a6b28096be45264fb109dd4c11ed60a0b8ede537dde13a2cad8a8376d1a07d1,8ae17917565a3179
disease_010004_4815e5b4,disease,train,disease_77d9fc159011dd3994f1,train,640,640,4,,7168f42a1e607798ec75adf4ff4adc7d084f9a1a188ee20b5b20c39b1aeae946,8ae17917565a3179
disease_010005_0aa9bfe2,disease,train,disease_c91e58205d25970a3a4c,val,640,640,4,,3a290a43f635f382da41adff7c100b3e13489932332f46042a609a826b5c10ba,a9e1481f575e163a
disease_010006_9ceb97cf,disease,train,disease_c91e58205d25970a3a4c,val,640,640,4,,393b97fd40973e0b32191d3f117dd6d3eb0c0aa23c13033e7eca9fc50d3ed4e8,a9e1481f575e163a
disease_010007_909b6877,disease,train,disease_01fd1dc22e6b227aaa75,train,640,640,6,,45fa0b574563e0afa731b74a74a35008755737f2bc958851be59358243d8c719,aae165171e1e153b
disease_010008_40004758,disease,train,disease_01fd1dc22e6b227aaa75,train,640,640,6,,14bc702f04078f90dd2a0f2743eda2e3c285062e43a1d5008773f41ba2290255,aae165171e1e153b
disease_010009_76853808,disease,train,disease_a888d8af330b3cc14f4b,val,640,640,2,,9f22615d71520ea308ee6a861cf34aaaad1e27068a3f31a2ea9465fd5b69d78c,82f638152547575f
disease_010010_a717b734,disease,train,disease_a888d8af330b3cc14f4b,val,640,640,2,,214bc67501a3da71cd5fed71380b396c64f733b382f3f1bbb9701d8664d93e7e,82f638152547575f
disease_010011_5d519e7f,disease,train,disease_af28b6d0d5ae9bb32e9d,val,640,640,4,,413a235604b9cf6fccc547fee158b9baf85619b7a93a44e4c14175034b0d61bb,81a67ab875455755
disease_010012_fe83201c,disease,train,disease_af28b6d0d5ae9bb32e9d,val,640,640,4,,d4a915493ea581375729fdf89db14c0f87f7979bf19b2b0cf1f7458dea8f7ce4,81a67ab875455755
disease_010013_01568040,disease,train,disease_16313db882c75678ac3c,train,640,640,10,,548dcff6fef91a84665400fa3df7017bf249914abf272c94139bd30ff3e46df1,81aa3a15155f4f4f
disease_010014_dcddd5cc,disease,train,disease_16313db882c75678ac3c,train,640,640,10,,cbe98b6605cf719bb2989c6736f16519a2033c129b23971cab6f2f3c097f7b60,81aa3a15155f4f4f
disease_010015_9d8f9d67,disease,train,disease_12654d30a4291c4fbdbc,train,640,640,14,,cf254c7bf3e5af05938760810fe6ea155780f6f291e7923989032a8e3ee284af,8ba169c41e5e727a
disease_010016_d0c92d3a,disease,train,disease_12654d30a4291c4fbdbc,train,640,640,14,,4cec814056c2f50ce0205838919e7f6773164ee30cbbbda9e9596f338211a79a,8ba169c41e1e737a
disease_010029_2f15693a,disease,train,disease_ef9277a766fe055ed4de,train,640,640,2,,88d3da8ddfa77879219366c0937cce0b7e8d557b0a766435965b2b7f04cc159e,81ea5ef1701d165b
disease_010030_43a2141b,disease,train,disease_ef9277a766fe055ed4de,train,640,640,2,,8d6b22a4f696beda8d91c8b02f9602bf6ba7f5e4326df355ec5c4f3dfec876c7,81ea5eb1721d165b
disease_010017_e34e6661,disease,train,disease_3ac73a5f83c86c20be84,train,640,640,6,,6fb832519545d9665448ba4924f0e4949b901c1d36876c2cd380f4a98e12e2e4,8ea13857455e175e
disease_010018_c710fed0,disease,train,disease_3ac73a5f83c86c20be84,train,640,640,6,,80b7c255dd81ee9406f540cad254028f4bf3d3712750e0f4f55a5d8ef8eeb72e,8ea13857455e175e
disease_010031_33e7c9f7,disease,train,disease_55d7917bd5b563379100,train,640,640,23,,13f3b1fbf64508a8c619d11efddbfdcc9d4cf9a92ac486798cf48e5d66c8c84a,c5a738f3641e341d
disease_010032_e24682b7,disease,train,disease_55d7917bd5b563379100,train,640,640,23,,3294fcd0437c1da64033cd5b4d94ddc720e44e76e95452721039efdecd651d76,85a738f3645e341d
disease_010722_8fe6ba33,disease,train,disease_97d92cd5a4c23cc8665b,train,640,640,9,,508cd05b47a25debad8fc5cd704965bbc957bd68fa8496d629a4ca3dd44dcdd0,a8a62557574e5e38
